1 19968406
2 9627722
3 2436591
4 2446557
5 2449477
6 2474957
7 2440657
8 2453459
9 2451781
10 2454347
11 2451688
12 2454195
13 2451889
14 2452343
15 2453190
16 2459573
17 2454515
18 2467036
19 2442389
20 2447915
21 2446958
22 2444151
23 2451663
24 2456992
25 2447245
26 2453760
27 2446790
28 2454465
29 2448404
30 2450576
