1 2671825
2 1379890
3 1191093
4 243760
5 243966
6 244026
7 244106
8 243553
9 244196
10 244438
11 244048
12 244128
13 244207
14 243868
15 244404
16 243797
17 244316
18 244221
19 243992
20 244379
21 244103
22 244258
23 243850
24 244368
25 244049
26 244290
27 243927
28 244007
29 244466
30 243985
